ID,Lat,Lon,SST,SSTd,hurMaxWind,hurMinPressure,hurRadius,Next Lat,Next Lon,Next hurMaxWind,Next hurMinPressure,Next hurRadius
AL172021 - 0920 00h,14.7,-30.6,283.86,8.4,35,1007,25,15.6,-31.8,35,1007,25
AL172021 - 0920 06h,15.6,-31.8,293.05,-5.1,35,1007,25,16.7,-32.9,35,1007,25
AL172021 - 0920 12h,16.7,-32.9,289.1,-4.7,35,1007,25,17.7,-34.1,40,1006,25
AL172021 - 0920 18h,17.7,-34.1,285.82,-4.9,40,1006,25,18.8,-35.3,50,1004,30
AL172021 - 0921 00h,18.8,-35.3,299.59,-0.7,50,1004,30,20.0,-36.1,40,1006,50
AL172021 - 0921 06h,20.0,-36.1,291.06,-9.1,40,1006,50,21.1,-36.7,35,1007,70
AL172021 - 0921 12h,21.1,-36.7,300.31,0.0,35,1007,70,22.1,-37.3,35,1007,70
AL172021 - 0921 18h,22.1,-37.3,292.81,-7.5,35,1007,70,22.7,-37.7,35,1008,80
AL172021 - 0922 00h,22.7,-37.7,295.43,-3.4,35,1008,80,23.1,-38.1,30,1009,80
AL172021 - 0922 06h,23.1,-38.1,295.43,-3.4,30,1009,80,23.4,-38.8,30,1009,80
AL172021 - 0922 12h,23.4,-38.8,297.58,-2.4,30,1009,80,23.8,-39.7,30,1010,80
AL172021 - 0922 18h,23.8,-39.7,295.85,-4.1,30,1010,80,24.2,-40.6,30,1010,90
AL172021 - 0923 00h,24.2,-40.6,300.69,0.2,30,1010,90,25.0,-41.4,30,1010,90
AL172021 - 0923 06h,25.0,-41.4,300.36,0.0,30,1010,90,26.0,-41.9,25,1010,90
AL172021 - 0923 12h,26.0,-41.9,296.23,-4.4,25,1010,90,27.0,-42.0,25,1010,90
AL172021 - 0923 18h,27.0,-42.0,293.1,-7.6,25,1010,90,27.8,-42.0,25,1010,90
AL172021 - 0924 00h,27.8,-42.0,279.75,4.8,25,1010,90,28.3,-41.7,25,1010,90
AL182021 - 0922 18h,10.0,-33.1,285.48,-6.5,30,1008,40,10.2,-34.4,30,1008,40
AL182021 - 0923 00h,10.2,-34.4,302.35,0.1,30,1008,40,10.4,-36.0,35,1006,30
AL182021 - 0923 06h,10.4,-36.0,275.75,-0.8,35,1006,30,10.7,-37.6,45,1003,30
AL182021 - 0923 12h,10.7,-37.6,290.53,-5.5,45,1003,30,10.9,-39.0,50,1000,20
AL182021 - 0923 18h,10.9,-39.0,288.23,-6.1,50,1000,20,11.1,-40.3,60,997,15
AL182021 - 0924 00h,11.1,-40.3,288.2,-3.14,60,997,15,11.4,-41.6,65,993,15
AL182021 - 0924 06h,11.4,-41.6,284.04,-6.0,65,993,15,11.6,-43.0,65,993,15
AL182021 - 0924 12h,11.6,-43.0,283.96,-5.9,65,993,15,11.9,-44.3,70,989,15
AL182021 - 0924 18h,11.9,-44.3,283.36,-5.9,70,989,15,12.3,-45.4,85,982,10
AL182021 - 0925 00h,12.3,-45.4,292.96,-6.2,85,982,10,12.6,-46.3,95,973,10
AL182021 - 0925 06h,12.6,-46.3,291.23,-4.9,95,973,10,12.8,-47.2,105,960,10
AL182021 - 0925 12h,12.8,-47.2,288.55,-4.7,105,960,10,13.1,-48.1,115,950,10
AL182021 - 0925 18h,13.1,-48.1,286.19,-5.1,115,950,10,13.4,-48.8,130,943,10
AL182021 - 0926 00h,13.4,-48.8,295.49,-6.0,130,943,10,13.6,-49.4,130,943,10
AL182021 - 0926 06h,13.6,-49.4,295.03,-5.8,130,943,10,13.8,-50.0,130,939,10
AL182021 - 0926 12h,13.8,-50.0,294.75,-5.9,130,939,10,14.1,-50.3,135,927,5
AL182021 - 0926 18h,14.1,-50.3,294.75,-5.9,135,927,5,14.5,-50.6,130,940,10
AL182021 - 0927 00h,14.5,-50.6,292.66,-5.9,130,940,10,15.0,-51.1,115,948,10
AL182021 - 0927 06h,15.0,-51.1,290.2,-5.3,115,948,10,15.4,-51.7,105,955,10
AL182021 - 0927 12h,15.4,-51.7,283.83,-5.5,105,955,10,15.9,-52.3,105,958,10
AL182021 - 0927 18h,15.9,-52.3,285.88,-5.6,105,958,10,16.5,-52.9,105,955,15
AL182021 - 0928 00h,16.5,-52.9,286.72,-5.59,105,955,15,16.9,-53.5,115,952,15
AL182021 - 0928 06h,16.9,-53.5,289.87,-5.6,115,952,15,17.3,-54.1,115,952,15
AL182021 - 0928 12h,17.3,-54.1,289.87,-5.6,115,952,15,17.7,-54.7,115,947,15
AL182021 - 0928 18h,17.7,-54.7,288.76,-5.77,115,947,15,18.1,-55.3,115,947,15
AL182021 - 0929 00h,18.1,-55.3,292.83,-5.8,115,947,15,18.6,-55.9,115,952,15
AL182021 - 0929 06h,18.6,-55.9,291.33,-4.9,115,952,15,19.1,-56.6,115,952,15
AL182021 - 0929 12h,19.1,-56.6,291.55,-6.1,115,952,15,19.7,-57.3,115,945,15
AL182021 - 0929 18h,19.7,-57.3,289.72,-6.3,115,945,15,20.3,-58.0,125,940,15
AL182021 - 0930 00h,20.3,-58.0,294.63,-7.1,125,940,15,21.0,-58.8,125,937,15
AL182021 - 0930 06h,21.0,-58.8,299.22,-1.9,125,937,15,22.0,-59.6,125,937,15
AL182021 - 0930 12h,22.0,-59.6,299.67,-2.2,125,937,15,23.0,-60.4,125,941,15
AL182021 - 0930 18h,23.0,-60.4,289.1,-5.6,125,941,15,24.3,-61.0,125,938,15
AL182021 - 1001 00h,24.3,-61.0,288.3,-6.0,125,938,15,25.8,-61.6,130,936,15
AL182021 - 1001 06h,25.8,-61.6,271.69,-2.9,130,936,15,27.4,-61.9,130,936,15
AL182021 - 1001 12h,27.4,-61.9,293.43,-7.0,130,936,15,29.2,-61.9,130,937,20
AL182021 - 1001 18h,29.2,-61.9,291.86,-5.4,130,937,20,30.8,-61.5,125,940,20
AL182021 - 1002 00h,30.8,-61.5,287.78,-11.3,125,940,20,32.1,-61.0,120,945,20
AL182021 - 1002 06h,32.1,-61.0,293.34,-5.2,120,945,20,33.4,-60.1,115,948,20
AL182021 - 1002 12h,33.4,-60.1,295.46,-4.0,115,948,20,34.7,-59.1,110,950,20
AL182021 - 1002 18h,34.7,-59.1,294.02,-3.0,110,950,20,35.8,-57.9,100,954,20
AL182021 - 1003 00h,35.8,-57.9,296.37,-2.9,100,954,20,36.7,-56.6,90,960,20
AL182021 - 1003 06h,36.7,-56.6,280.63,7.1,90,960,20,37.3,-55.4,85,964,20
AL182021 - 1003 12h,37.3,-55.4,290.88,-2.6,85,964,20,38.0,-53.9,85,964,20
AL182021 - 1003 18h,38.0,-53.9,287.23,-2.8,85,964,20,38.7,-52.2,90,957,20
AL182021 - 1004 00h,38.7,-52.2,273.78,1.1,90,957,20,39.9,-49.9,90,957,20
AL182021 - 1004 06h,39.9,-49.9,294.93,-2.6,90,957,20,41.4,-47.1,85,960,20
AL182021 - 1004 12h,41.4,-47.1,290.73,-4.3,85,960,20,43.8,-43.6,80,965,40
AL182021 - 1004 18h,43.8,-43.6,287.02,-9.4,80,965,40,46.5,-40.5,75,965,40
AL182021 - 1005 00h,46.5,-40.5,275.35,9.1,75,965,40,49.4,-39.7,70,965,40
AL192021 - 0924 06h,31.4,-62.0,298.84,-1.2,30,1011,80,32.8,-62.9,35,1010,80
AL192021 - 0924 12h,32.8,-62.9,298.35,-3.5,35,1010,80,33.6,-64.1,40,1008,80
AL192021 - 0924 18h,33.6,-64.1,277.17,2.9,40,1008,80,34.1,-65.0,40,1008,80
AL192021 - 0925 00h,34.1,-65.0,299.57,-0.4,40,1008,80,34.3,-65.5,35,1009,90
AL192021 - 0925 06h,34.3,-65.5,299.9,-0.1,35,1009,90,34.3,-65.2,30,1010,90
AL192021 - 0925 12h,34.3,-65.2,299.57,-0.4,30,1010,90,34.3,-64.5,30,1010,100
AL192021 - 0925 18h,34.3,-64.5,298.8,-1.4,30,1010,100,34.7,-63.9,30,1010,100
AL192021 - 0926 00h,34.7,-63.9,285.39,11.3,30,1010,100,35.2,-63.2,30,1010,100
AL192021 - 0926 06h,35.2,-63.2,297.64,-1.4,30,1010,100,35.6,-61.8,25,1011,100
AL202021 - 0929 00h,7.0,-22.0,290.81,-6.13,30,1008,50,7.4,-23.0,30,1007,50
AL202021 - 0929 06h,7.4,-23.0,282.4,-6.15,30,1007,50,7.8,-24.1,30,1006,50
AL202021 - 0929 12h,7.8,-24.1,281.55,-6.2,30,1006,50,8.1,-25.1,35,1005,40
AL202021 - 0929 18h,8.1,-25.1,280.24,-6.0,35,1005,40,8.3,-26.0,35,1005,40
AL202021 - 0930 00h,8.3,-26.0,289.28,-5.7,35,1005,40,8.7,-27.1,40,1004,40
AL202021 - 0930 06h,8.7,-27.1,288.5,-5.8,40,1004,40,9.2,-28.4,40,1003,40
AL202021 - 0930 12h,9.2,-28.4,288.67,-5.9,40,1003,40,9.8,-29.5,45,1001,40
AL202021 - 0930 18h,9.8,-29.5,287.45,-5.3,45,1001,40,10.5,-30.6,50,999,40
AL202021 - 1001 00h,10.5,-30.6,299.14,-2.1,50,999,40,11.0,-31.8,50,998,40
AL202021 - 1001 06h,11.0,-31.8,298.17,-3.1,50,998,40,11.4,-33.0,55,997,40
AL202021 - 1001 12h,11.4,-33.0,292.19,-9.2,55,997,40,11.8,-33.9,55,997,45
AL202021 - 1001 18h,11.8,-33.9,272.99,-2.3,55,997,45,12.1,-34.9,50,999,50
AL202021 - 1002 00h,12.1,-34.9,293.67,-6.8,50,999,50,12.5,-35.8,45,1001,50
AL202021 - 1002 06h,12.5,-35.8,298.77,-2.2,45,1001,50,12.7,-36.7,35,1005,60
AL202021 - 1002 12h,12.7,-36.7,292.32,-8.5,35,1005,60,13.5,-37.7,30,1007,60
AL202021 - 1002 18h,13.5,-37.7,299.55,-1.1,30,1007,60,14.4,-38.4,30,1007,60
AL202021 - 1003 00h,14.4,-38.4,298.46,-4.55,30,1007,60,15.1,-39.2,30,1007,60
AL202021 - 1003 06h,15.1,-39.2,295.05,-4.7,30,1007,60,15.7,-40.0,30,1007,60
AL202021 - 1003 12h,15.7,-40.0,295.58,-4.7,30,1007,60,16.5,-41.0,30,1007,70
AL202021 - 1003 18h,16.5,-41.0,281.56,6.7,30,1007,70,17.2,-42.1,30,1007,70
AL202021 - 1004 00h,17.2,-42.1,300.78,0.1,30,1007,70,17.8,-43.1,25,1009,70
AL212021 - 1025 18h,32.5,-76.3,300.35,-0.1,35,1006,40,34.2,-74.1,45,1002,60
AL212021 - 1026 00h,34.2,-74.1,288.7,-10.7,45,1002,60,35.9,-71.3,45,996,60
AL212021 - 1026 06h,35.9,-71.3,296.94,-1.6,45,996,60,37.7,-69.1,50,992,60
AL212021 - 1026 12h,37.7,-69.1,275.91,4.5,50,992,60,39.5,-68.2,55,984,70
AL212021 - 1026 18h,39.5,-68.2,274.05,6.2,55,984,70,40.8,-67.6,60,979,80
AL212021 - 1027 00h,40.8,-67.6,274.35,10.7,60,979,80,41.4,-69.4,60,973,90
AL212021 - 1027 06h,41.4,-69.4,275.9,7.2,60,973,90,39.9,-70.1,55,976,100
AL212021 - 1027 12h,39.9,-70.1,279.35,-12.6,55,976,100,38.7,-68.5,50,980,100
AL212021 - 1027 18h,38.7,-68.5,277.88,9.1,50,980,100,39.0,-65.9,45,981,200
AL212021 - 1028 00h,39.0,-65.9,281.14,11.5,45,981,200,39.4,-63.9,45,982,200
AL212021 - 1028 06h,39.4,-63.9,284.07,11.5,45,982,200,39.8,-61.9,45,982,200
AL212021 - 1028 12h,39.8,-61.9,285.44,-9.0,45,982,200,40.2,-59.8,45,982,180
AL212021 - 1028 18h,40.2,-59.8,295.91,-0.8,45,982,180,40.6,-58.1,45,982,150
AL212021 - 1029 00h,40.6,-58.1,281.05,11.4,45,982,150,40.7,-56.8,45,982,150
AL212021 - 1029 06h,40.7,-56.8,284.63,-10.4,45,982,150,40.6,-55.5,45,981,150
AL212021 - 1029 12h,40.6,-55.5,281.35,-12.3,45,981,150,40.4,-54.0,45,981,100
AL212021 - 1029 18h,40.4,-54.0,276.56,5.2,45,981,100,40.1,-52.4,45,982,60
AL212021 - 1030 00h,40.1,-52.4,286.2,-11.6,45,982,60,39.4,-51.2,40,984,60
AL212021 - 1030 06h,39.4,-51.2,292.47,-4.8,40,984,60,38.5,-49.6,40,986,60
AL212021 - 1030 12h,38.5,-49.6,296.04,-1.0,40,986,60,37.5,-47.8,40,988,50
AL212021 - 1030 18h,37.5,-47.8,294.15,-2.7,40,988,50,36.5,-46.0,45,987,40
AL212021 - 1031 00h,36.5,-46.0,295.79,-0.4,45,987,40,36.6,-44.2,50,985,40
AL212021 - 1031 06h,36.6,-44.2,292.08,-0.5,50,985,40,36.5,-43.4,50,983,40
AL212021 - 1031 12h,36.5,-43.4,292.27,-0.3,50,983,40,36.4,-43.5,50,985,40
AL212021 - 1031 18h,36.4,-43.5,290.62,-0.1,50,985,40,35.8,-44.0,45,989,35
AL212021 - 1101 00h,35.8,-44.0,292.48,-3.4,45,989,35,34.8,-44.2,40,991,35
AL212021 - 1101 06h,34.8,-44.2,296.27,-0.2,40,991,35,34.1,-43.4,40,993,35
AL212021 - 1101 12h,34.1,-43.4,293.97,-2.7,40,993,35,34.1,-42.6,35,997,35
AL212021 - 1101 18h,34.1,-42.6,293.97,-2.7,35,997,35,34.4,-41.9,35,997,35
AL212021 - 1102 00h,34.4,-41.9,296.05,-0.9,35,997,35,34.9,-41.3,40,996,30
AL212021 - 1102 06h,34.9,-41.3,292.29,-5.0,40,996,30,35.5,-40.7,40,996,25
AL212021 - 1102 12h,35.5,-40.7,295.91,-0.4,40,996,25,36.2,-40.5,40,996,25
AL212021 - 1102 18h,36.2,-40.5,295.53,-0.5,40,996,25,36.9,-40.4,40,996,25
AL212021 - 1103 00h,36.9,-40.4,292.48,-3.5,40,996,25,37.6,-40.2,40,995,25
AL212021 - 1103 06h,37.6,-40.2,285.07,-11.0,40,995,25,38.4,-39.9,40,994,30
AL212021 - 1103 12h,38.4,-39.9,285.07,-11.0,40,994,30,39.3,-39.7,45,992,30
AL212021 - 1103 18h,39.3,-39.7,294.39,1.4,45,992,30,40.2,-39.7,45,992,35
AL212021 - 1104 00h,40.2,-39.7,292.89,-1.0,45,992,35,41.0,-39.7,45,992,35
AL212021 - 1104 06h,41.0,-39.7,281.39,-12.5,45,992,35,41.7,-39.7,40,994,35
AL212021 - 1104 12h,41.7,-39.7,277.3,10.2,40,994,35,42.1,-39.6,40,994,35
AL212021 - 1104 18h,42.1,-39.6,277.3,10.2,40,994,35,42.3,-39.0,45,992,40
AL212021 - 1105 00h,42.3,-39.0,284.79,-8.5,45,992,40,42.0,-38.3,45,992,40
AL212021 - 1105 06h,42.0,-38.3,291.89,-1.3,45,992,40,41.1,-37.8,45,993,40
AL212021 - 1105 12h,41.1,-37.8,293.21,-0.2,45,993,40,39.6,-37.5,45,996,40
AL212021 - 1105 18h,39.6,-37.5,293.21,2.2,45,996,40,38.4,-38.0,45,999,40
AL212021 - 1106 00h,38.4,-38.0,280.52,11.1,45,999,40,37.6,-38.3,45,1000,35
AL212021 - 1106 06h,37.6,-38.3,280.52,11.1,45,1000,35,37.2,-38.4,40,1001,35
AL212021 - 1106 12h,37.2,-38.4,295.33,0.4,40,1001,35,37.1,-38.0,35,1002,35
AL212021 - 1106 18h,37.1,-38.0,295.33,0.4,35,1002,35,37.4,-37.4,35,1003,40
AL212021 - 1107 00h,37.4,-37.4,285.81,0.3,35,1003,40,38.1,-36.4,35,1004,45
AL212021 - 1107 06h,38.1,-36.4,285.02,0.4,35,1004,45,39.2,-34.9,35,1006,50
AL212021 - 1107 12h,39.2,-34.9,278.56,1.1,35,1006,50,40.9,-32.8,40,1006,50
AL212021 - 1107 18h,40.9,-32.8,277.24,2.6,40,1006,50,43.2,-29.7,40,1006,40
AL022022 - 0627 18h,8.3,-50.5,290.43,-5.9,35,1009,120,8.7,-52.2,35,1009,120
AL022022 - 0628 00h,8.7,-52.2,285.93,10.2,35,1009,120,9.1,-54.2,35,1009,120
AL022022 - 0628 06h,9.1,-54.2,292.69,-5.8,35,1009,120,9.6,-56.5,35,1009,110
AL022022 - 0628 12h,9.6,-56.5,294.31,-5.5,35,1009,110,10.2,-58.9,35,1009,100
AL022022 - 0628 18h,10.2,-58.9,284.98,-5.1,35,1009,100,10.7,-61.6,35,1009,90
AL022022 - 0629 00h,10.7,-61.6,285.4,-4.75,35,1009,90,11.1,-64.0,35,1009,80
AL022022 - 0629 06h,11.1,-64.0,280.38,-4.54,35,1009,80,11.4,-66.2,35,1009,80
AL022022 - 0629 12h,11.4,-66.2,276.83,-4.6,35,1009,80,11.7,-68.0,35,1009,80
AL022022 - 0629 18h,11.7,-68.0,281.83,6.8,35,1009,80,11.9,-69.7,35,1009,80
AL032022 - 0701 18h,31.8,-80.5,294.49,0.01,30,1014,50,32.4,-80.5,35,1011,50
AL052022 - 0831 12h,37.5,-46.6,300.22,-0.2,25,1016,60,37.8,-46.1,25,1015,50
AL052022 - 0831 18h,37.8,-46.1,293.23,-7.2,25,1015,50,38.0,-45.6,25,1014,45
AL052022 - 0901 00h,38.0,-45.6,284.96,10.1,25,1014,45,38.1,-45.2,30,1011,35
AL052022 - 0901 06h,38.1,-45.2,294.65,-4.7,30,1011,35,38.1,-44.8,35,1007,30
AL052022 - 0901 12h,38.1,-44.8,294.65,-4.7,35,1007,30,38.0,-44.4,45,1002,25
AL052022 - 0901 18h,38.0,-44.4,290.0,-4.4,45,1002,25,37.9,-44.1,55,996,20
AL052022 - 0902 00h,37.9,-44.1,294.89,-3.8,55,996,20,37.8,-43.8,60,990,15
AL052022 - 0902 06h,37.8,-43.8,294.89,-3.8,60,990,15,37.8,-43.6,65,986,15
AL052022 - 0902 12h,37.8,-43.6,294.89,-3.8,65,986,15,37.9,-43.5,65,985,15
AL052022 - 0902 18h,37.9,-43.5,294.89,-3.8,65,985,15,38.0,-43.6,65,986,15
AL052022 - 0903 00h,38.0,-43.6,294.76,-2.5,65,986,15,38.0,-43.8,60,989,20
AL052022 - 0903 06h,38.0,-43.8,294.76,-2.5,60,989,20,38.0,-44.2,60,989,20
AL052022 - 0903 12h,38.0,-44.2,294.76,-2.5,60,989,20,38.0,-44.6,60,989,25
AL052022 - 0903 18h,38.0,-44.6,289.23,-10.2,60,989,25,37.9,-45.0,65,986,25
AL052022 - 0904 00h,37.9,-45.0,296.61,-3.5,65,986,25,37.9,-45.3,70,982,30
AL052022 - 0904 06h,37.9,-45.3,296.61,-3.5,70,982,30,38.1,-45.4,70,979,35
AL052022 - 0904 12h,38.1,-45.4,296.61,-3.5,70,979,35,38.4,-45.2,75,976,40
AL052022 - 0904 18h,38.4,-45.2,296.61,-3.5,75,976,40,38.7,-45.0,75,975,40
AL052022 - 0905 00h,38.7,-45.0,293.65,-5.8,75,975,40,39.2,-44.6,75,975,40
AL052022 - 0905 06h,39.2,-44.6,293.65,-5.8,75,975,40,39.9,-44.1,75,975,40
AL052022 - 0905 12h,39.9,-44.1,296.36,-2.7,75,975,40,40.6,-43.6,75,976,40
AL052022 - 0905 18h,40.6,-43.6,294.33,-2.5,75,976,40,41.3,-43.1,70,980,45
AL052022 - 0906 00h,41.3,-43.1,288.12,-8.9,70,980,45,41.8,-42.5,65,982,45
AL052022 - 0906 06h,41.8,-42.5,292.76,-2.3,65,982,45,42.1,-41.8,65,982,50
AL052022 - 0906 12h,42.1,-41.8,292.76,-2.3,65,982,50,42.3,-41.0,65,980,55
AL052022 - 0906 18h,42.3,-41.0,293.08,-2.7,65,980,55,42.5,-39.9,65,978,60
AL052022 - 0907 00h,42.5,-39.9,295.17,-2.4,65,978,60,42.9,-38.6,70,974,60
AL052022 - 0907 06h,42.9,-38.6,290.74,-5.7,70,974,60,43.5,-37.2,70,972,60
AL052022 - 0907 12h,43.5,-37.2,276.09,5.0,70,972,60,44.4,-35.6,70,972,60
AL052022 - 0907 18h,44.4,-35.6,289.12,-1.0,70,972,60,45.3,-33.9,65,973,60
AL052022 - 0908 00h,45.3,-33.9,291.45,-1.5,65,973,60,46.2,-32.4,60,974,60
AL052022 - 0908 06h,46.2,-32.4,288.88,-4.5,60,974,60,47.3,-31.4,55,975,60
AL062022 - 0902 18h,17.9,-58.6,294.98,-6.0,35,1006,60,18.3,-59.8,40,1005,90
AL062022 - 0903 00h,18.3,-59.8,291.68,-6.2,40,1005,90,18.6,-60.9,40,1004,90
AL062022 - 0903 06h,18.6,-60.9,274.56,-1.8,40,1004,90,18.9,-61.9,40,1002,90
AL062022 - 0903 12h,18.9,-61.9,292.65,-6.3,40,1002,90,19.2,-62.9,45,999,60
AL062022 - 0903 18h,19.2,-62.9,293.1,-6.2,45,999,60,19.4,-63.6,45,999,40
AL062022 - 0904 00h,19.4,-63.6,292.68,-6.1,45,999,40,19.5,-64.1,45,999,40
AL062022 - 0904 06h,19.5,-64.1,292.41,-6.0,45,999,40,19.8,-64.6,45,999,40
AL062022 - 0904 12h,19.8,-64.6,285.68,-4.23,45,999,40,20.0,-65.0,50,998,40
AL062022 - 0904 18h,20.0,-65.0,285.68,-4.23,50,998,40,20.3,-65.3,50,998,50
AL062022 - 0905 00h,20.3,-65.3,295.4,-5.9,50,998,50,20.8,-65.4,55,998,50
AL062022 - 0905 06h,20.8,-65.4,296.15,-5.5,55,998,50,21.5,-65.2,55,998,50
AL062022 - 0905 12h,21.5,-65.2,296.41,-5.7,55,998,50,22.0,-65.2,60,997,40
AL062022 - 0905 18h,22.0,-65.2,296.41,-5.7,60,997,40,22.5,-65.2,60,991,30
AL062022 - 0906 00h,22.5,-65.2,273.07,-2.7,60,991,30,23.1,-65.3,55,995,30
AL062022 - 0906 06h,23.1,-65.3,290.4,-5.6,55,995,30,23.5,-65.7,55,996,30
AL062022 - 0906 12h,23.5,-65.7,292.46,-5.5,55,996,30,23.9,-65.7,65,994,30
AL062022 - 0906 18h,23.9,-65.7,292.46,-5.5,65,994,30,24.5,-65.8,70,985,30
AL062022 - 0907 00h,24.5,-65.8,284.95,9.4,70,985,30,25.0,-65.9,75,982,30
AL062022 - 0907 06h,25.0,-65.9,288.04,12.5,75,982,30,25.4,-65.8,75,978,30
AL062022 - 0907 12h,25.4,-65.8,288.04,12.5,75,978,30,26.1,-65.6,80,974,35
AL062022 - 0907 18h,26.1,-65.6,292.46,-5.2,80,974,35,26.8,-65.5,90,970,35
AL062022 - 0908 00h,26.8,-65.5,292.42,-3.9,90,970,35,27.7,-65.5,90,969,35
AL062022 - 0908 06h,27.7,-65.5,300.19,-1.2,90,969,35,28.7,-65.3,85,962,30
AL062022 - 0908 12h,28.7,-65.3,278.35,2.0,85,962,30,29.7,-64.8,80,962,30
AL062022 - 0908 18h,29.7,-64.8,285.08,-6.0,80,962,30,30.6,-64.3,80,964,30
AL062022 - 0909 00h,30.6,-64.3,298.54,-2.4,80,964,30,31.9,-63.2,80,963,40
AL062022 - 0909 06h,31.9,-63.2,283.89,8.3,80,963,40,33.4,-61.9,85,961,40
AL062022 - 0909 12h,33.4,-61.9,300.05,-1.5,85,961,40,34.9,-59.8,90,954,40
AL062022 - 0909 18h,34.9,-59.8,299.96,-1.5,90,954,40,37.1,-56.8,95,948,40
AL062022 - 0910 00h,37.1,-56.8,273.22,-1.5,95,948,40,40.0,-54.3,90,955,45
AL062022 - 0910 06h,40.0,-54.3,275.91,2.2,90,955,45,42.4,-53.3,80,964,45
AL062022 - 0910 12h,42.4,-53.3,274.07,2.5,80,964,45,43.3,-52.8,70,967,60
AL062022 - 0910 18h,43.3,-52.8,281.98,12.5,70,967,60,43.3,-52.6,60,968,60
AL062022 - 0911 00h,43.3,-52.6,277.92,0.8,60,968,60,43.8,-52.2,55,970,60
AL062022 - 0911 06h,43.8,-52.2,276.3,6.8,55,970,60,44.2,-52.0,50,974,60
AL062022 - 0911 12h,44.2,-52.0,276.3,6.8,50,974,60,44.3,-51.9,45,974,60
AL062022 - 0911 18h,44.3,-51.9,276.3,6.8,45,974,60,44.2,-51.9,45,974,90
AL062022 - 0912 00h,44.2,-51.9,288.64,-6.3,45,974,90,44.3,-52.1,40,978,90
AL062022 - 0912 06h,44.3,-52.1,288.64,-6.3,40,978,90,43.9,-51.9,40,978,90
AL062022 - 0912 12h,43.9,-51.9,288.64,-6.3,40,978,90,43.2,-51.2,35,981,90
AL062022 - 0912 18h,43.2,-51.2,282.61,-9.2,35,981,90,42.9,-48.3,35,981,90
AL062022 - 0913 00h,42.9,-48.3,286.7,-5.1,35,981,90,43.0,-46.8,35,985,90
AL062022 - 0913 06h,43.0,-46.8,289.55,-5.2,35,985,90,43.4,-45.2,35,989,90
AL062022 - 0913 12h,43.4,-45.2,290.27,-7.5,35,989,90,44.3,-43.7,35,989,90
AL062022 - 0913 18h,44.3,-43.7,273.79,4.5,35,989,90,45.0,-42.4,35,990,120
AL062022 - 0914 00h,45.0,-42.4,291.21,-4.7,35,990,120,45.4,-41.6,35,990,140
AL062022 - 0914 06h,45.4,-41.6,291.21,-4.7,35,990,140,45.5,-40.9,35,990,140
AL062022 - 0914 12h,45.5,-40.9,290.32,-4.8,35,990,140,45.3,-40.5,30,992,140
AL062022 - 0914 18h,45.3,-40.5,291.24,-3.7,30,992,140,45.2,-39.4,30,994,140
AL062022 - 0915 00h,45.2,-39.4,289.08,-5.4,30,994,140,45.2,-37.7,30,995,140
AL062022 - 0915 06h,45.2,-37.7,290.59,-4.3,30,995,140,45.6,-36.1,30,996,140
AL072022 - 0914 06h,16.0,-47.9,286.28,-5.5,25,1010,70,16.4,-49.1,30,1009,60
AL072022 - 0914 12h,16.4,-49.1,286.41,-5.6,30,1009,60,16.6,-50.1,35,1006,50
AL072022 - 0914 18h,16.6,-50.1,291.09,-5.6,35,1006,50,16.6,-51.3,45,1002,50
AL072022 - 0915 00h,16.6,-51.3,290.67,-5.6,45,1002,50,16.5,-52.4,45,1002,50
AL072022 - 0915 06h,16.5,-52.4,285.68,-5.8,45,1002,50,16.4,-53.6,45,1002,50
AL072022 - 0915 12h,16.4,-53.6,287.2,-5.15,45,1002,50,16.3,-54.8,50,1006,30
AL072022 - 0915 18h,16.3,-54.8,296.62,-6.3,50,1006,30,16.1,-56.2,50,1005,30
AL072022 - 0916 00h,16.1,-56.2,293.69,-6.0,50,1005,30,15.8,-57.5,50,1005,30
AL072022 - 0916 06h,15.8,-57.5,290.82,-6.2,50,1005,30,15.8,-58.8,45,1005,40
AL072022 - 0916 12h,15.8,-58.8,289.24,-6.4,45,1005,40,16.3,-60.4,45,1005,40
AL072022 - 0916 18h,16.3,-60.4,289.39,-6.7,45,1005,40,16.4,-61.4,50,1002,40
AL072022 - 0916 23h,16.4,-61.4,293.99,-6.8,50,1002,40,16.4,-61.6,50,1002,30
AL072022 - 0917 00h,16.4,-61.6,287.05,-6.8,50,1002,30,16.3,-62.6,50,1000,30
AL072022 - 0917 06h,16.3,-62.6,283.98,-6.9,50,1000,30,16.4,-63.3,50,1000,30
AL072022 - 0917 12h,16.4,-63.3,283.98,-6.9,50,1000,30,16.5,-64.0,50,1002,20
AL072022 - 0917 18h,16.5,-64.0,285.48,-7.1,50,1002,20,16.5,-64.7,50,997,30
AL072022 - 0918 00h,16.5,-64.7,294.1,-7.1,50,997,30,16.9,-65.5,55,994,30
AL072022 - 0918 06h,16.9,-65.5,290.07,-6.9,55,994,30,17.2,-66.2,65,990,30
AL072022 - 0918 12h,17.2,-66.2,290.07,-6.9,65,990,30,17.8,-66.9,75,986,25
AL082022 - 0919 12h,28.7,-46.3,297.43,-3.6,25,1014,60,29.6,-45.8,25,1014,60
AL082022 - 0919 18h,29.6,-45.8,298.94,-2.3,25,1014,60,30.4,-45.8,25,1014,60
AL082022 - 0920 00h,30.4,-45.8,301.16,0.0,25,1014,60,31.3,-45.9,25,1013,50
